70.0, 0.40000000000000002, 9.0, 6.0, 30.0
70.0, 0.69999999999999996, 17.0, 4.0, 30.0
70.0, 0.10000000000000001, 9.0, 8.0, 30.0
50.0, 0.69999999999999996, 17.0, 4.0, 30.0
70.0, 0.40000000000000002, 17.0, 8.0, 30.0
90.0, 0.40000000000000002, 17.0, 4.0, 30.0
70.0, 0.69999999999999996, 17.0, 10.0, 30.0
90.0, 0.69999999999999996, 9.0, 6.0, 30.0
90.0, 0.40000000000000002, 9.0, 6.0, 30.0
90.0, 0.40000000000000002, 17.0, 10.0, 30.0
50.0, 0.69999999999999996, 17.0, 10.0, 30.0
50.0, 0.10000000000000001, 17.0, 10.0, 30.0
70.0, 0.40000000000000002, 1.0, 4.0, 30.0
110.0, 0.40000000000000002, 1.0, 6.0, 30.0
130.0, 0.69999999999999996, 9.0, 6.0, 30.0
130.0, 0.10000000000000001, 9.0, 10.0, 30.0
110.0, 0.40000000000000002, 1.0, 10.0, 30.0
130.0, 0.69999999999999996, 9.0, 2.0, 30.0
150.0, 0.40000000000000002, 9.0, 2.0, 30.0
150.0, 1.0, 9.0, 4.0, 30.0
130.0, 0.69999999999999996, 17.0, 6.0, 30.0
130.0, 0.10000000000000001, 17.0, 8.0, 30.0
150.0, 0.69999999999999996, 17.0, 6.0, 30.0
130.0, 0.69999999999999996, 17.0, 10.0, 30.0
110.0, 0.69999999999999996, 1.0, 2.0, 30.0
110.0, 0.10000000000000001, 17.0, 2.0, 30.0
