75.0, 0.5, 9.0, 4.0, 30.0
65.0, 0.5, 5.0, 6.0, 30.0
55.0, 0.5, 5.0, 2.0, 30.0
60.0, 0.5, 5.0, 10.0, 30.0
80.0, 0.5, 11.0, 8.0, 30.0
90.0, 0.5, 9.0, 10.0, 30.0
85.0, 0.5, 11.0, 14.0, 30.0
90.0, 0.5, 5.0, 14.0, 30.0
95.0, 0.5, 5.0, 6.0, 30.0
85.0, 0.5, 17.0, 6.0, 30.0
70.0, 0.5, 15.0, 10.0, 30.0
55.0, 0.5, 17.0, 4.0, 30.0
70.0, 0.5, 5.0, 18.0, 30.0
100.0, 0.5, 13.0, 14.0, 30.0
115.0, 0.5, 17.0, 10.0, 30.0
130.0, 0.5, 9.0, 14.0, 30.0
115.0, 0.5, 7.0, 14.0, 30.0
110.0, 0.5, 7.0, 10.0, 30.0
120.0, 0.5, 13.0, 4.0, 30.0
125.0, 0.5, 5.0, 8.0, 30.0
130.0, 0.5, 3.0, 10.0, 30.0
140.0, 0.5, 7.0, 6.0, 30.0
135.0, 0.5, 3.0, 12.0, 30.0
115.0, 0.5, 9.0, 4.0, 30.0
140.0, 0.5, 5.0, 18.0, 30.0
150.0, 0.5, 11.0, 10.0, 30.0
140.0, 0.5, 17.0, 6.0, 30.0
