80.0, 0.5, 9.0, 2.0, 30.0
75.0, 0.5, 11.0, 4.0, 30.0
75.0, 0.5, 9.0, 4.0, 30.0
70.0, 0.5, 7.0, 6.0, 30.0
75.0, 0.40000000000000002, 7.0, 2.0, 30.0
75.0, 0.5, 11.0, 2.0, 30.0
70.0, 0.5, 7.0, 4.0, 30.0
70.0, 0.5, 9.0, 4.0, 30.0
70.0, 0.5, 11.0, 2.0, 30.0
55.0, 0.5, 3.0, 6.0, 30.0
60.0, 0.5, 3.0, 6.0, 30.0
65.0, 0.5, 5.0, 6.0, 30.0
50.0, 0.5, 3.0, 8.0, 30.0
70.0, 0.5, 9.0, 8.0, 30.0
75.0, 0.5, 5.0, 8.0, 30.0
75.0, 0.69999999999999996, 11.0, 8.0, 30.0
75.0, 0.5, 5.0, 4.0, 30.0
75.0, 0.59999999999999998, 3.0, 6.0, 30.0
50.0, 0.5, 3.0, 2.0, 30.0
55.0, 0.29999999999999999, 5.0, 2.0, 30.0
55.0, 0.59999999999999998, 5.0, 2.0, 30.0
65.0, 0.5, 11.0, 4.0, 30.0
55.0, 0.40000000000000002, 9.0, 2.0, 30.0
55.0, 0.59999999999999998, 7.0, 6.0, 30.0
55.0, 0.5, 9.0, 4.0, 30.0
65.0, 0.5, 1.0, 4.0, 30.0
65.0, 0.59999999999999998, 1.0, 2.0, 30.0
70.0, 0.5, 9.0, 10.0, 30.0
65.0, 0.40000000000000002, 7.0, 12.0, 30.0
65.0, 0.5, 7.0, 10.0, 30.0
70.0, 0.59999999999999998, 7.0, 12.0, 30.0
60.0, 0.5, 3.0, 10.0, 30.0
55.0, 0.5, 5.0, 10.0, 30.0
60.0, 0.5, 1.0, 12.0, 30.0
55.0, 0.5, 5.0, 12.0, 30.0
55.0, 0.5, 7.0, 10.0, 30.0
95.0, 0.5, 13.0, 6.0, 30.0
90.0, 0.5, 13.0, 8.0, 30.0
85.0, 0.5, 11.0, 4.0, 30.0
55.0, 0.5, 11.0, 4.0, 30.0
80.0, 0.5, 11.0, 6.0, 30.0
85.0, 0.5, 7.0, 6.0, 30.0
65.0, 0.5, 3.0, 14.0, 30.0
75.0, 0.5, 5.0, 12.0, 30.0
75.0, 0.5, 1.0, 8.0, 30.0
100.0, 0.5, 9.0, 8.0, 30.0
95.0, 0.20000000000000001, 9.0, 8.0, 30.0
95.0, 0.59999999999999998, 11.0, 10.0, 30.0
85.0, 0.5, 5.0, 4.0, 30.0
95.0, 0.5, 15.0, 10.0, 30.0
90.0, 0.5, 15.0, 10.0, 30.0
80.0, 0.59999999999999998, 15.0, 4.0, 30.0
80.0, 0.5, 15.0, 8.0, 30.0
80.0, 0.5, 5.0, 12.0, 30.0
95.0, 0.59999999999999998, 5.0, 6.0, 30.0
100.0, 0.40000000000000002, 7.0, 4.0, 30.0
